Source_ID,Source_Name,Source_Type,GEOID,FIPS_Code,Long,Lat,zoneID,County,City,Region
gs_988,Corner Stop Inc,Gas station,270239503001.0,23.0,-95.4688,44.907,27023,CHIPPEWA,Leenthrop,Southwest
gs_989,Amaco Quik Food Mart,Gas station,270530262062.0,53.0,-93.4602248827,44.9072212152,27053,HENNEPIN,Minnetonka,Metro (7 County)
gs_990,SUPERAMERICA,Gas station,270370601041.0,37.0,-93.080997,44.907444,27037,DAKOTA,West St. Paul,Metro (7 County)
gs_991,Holiday Stationstores,Gas station,270530275042.0,53.0,-93.5317672632,44.9080695617,27053,HENNEPIN,Shorewood,Metro (7 County)
gs_992,Murphy USA,Gas station,270859502001.0,85.0,-94.3679264706,44.9083411765,27085,MCLEOD,Hassan Valley,Central
gs_993,Pace's Tire & Svc Ctr,Gas station,270370601041.0,37.0,-93.081143,44.908526,27037,DAKOTA,West St. Paul,Metro (7 County)
gs_994,Cousins II Vernon Ave Bp,Gas station,270530235011.0,53.0,-93.3563134575,44.9091923166,27053,HENNEPIN,Edina,Metro (7 County)
gs_995,Vernon BP,Gas station,270530235011.0,53.0,-93.3562413388,44.9093525804,27053,HENNEPIN,Edina,Metro (7 County)
gs_996,SUPERAMERICA,Gas station,270530235011.0,53.0,-93.3562124913,44.9094166859,27053,HENNEPIN,Edina,Metro (7 County)
gs_997,SUPERAMERICA,Gas station,270530118002.0,53.0,-93.2229,44.911,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_998,Farmers Union Co-Op Oil Co,Gas station,270370602021.0,37.0,-93.051599996,44.9110472056,27037,DAKOTA,South St. Paul,Metro (7 County)
gs_999,Grandview Tire & Auto,Gas station,270530235011.0,53.0,-93.3554228814,44.9110771186,27053,HENNEPIN,Edina,Metro (7 County)
gs_1000,Holiday Stationstores,Gas station,270530237001.0,53.0,-93.3541,44.9121,27053,HENNEPIN,Edina,Metro (7 County)
gs_1001,Holiday Stationstores,Gas station,270531112002.0,53.0,-93.3265,44.9125,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_1002,Freedom Valu Ctr,Gas station,270530262012.0,53.0,-93.5030848569,44.913953495,27053,HENNEPIN,Minnetonka,Metro (7 County)
gs_1003,SUPERAMERICA,Gas station,271230367003.0,123.0,-93.146188248,44.9142794293,27123,RAMSEY,St. Paul,Metro (7 County)
gs_1004,Super America,Gas station,270530261032.0,53.0,-93.4483158773,44.9151111732,27053,HENNEPIN,Minnetonka,Metro (7 County)
gs_1005,Citgo Oil Co-Citgo Auto Repair,Gas station,270530234003.0,53.0,-93.409,44.9152,27053,HENNEPIN,Hopkins,Metro (7 County)
gs_1006,SUPERAMERICA,Gas station,271630710123.0,163.0,-92.9790767401,44.9155681854,27163,WASHINGTON,Woodbury,Metro (7 County)
gs_1007,SUPERAMERICA,Gas station,270530110004.0,53.0,-93.2475,44.9163,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_1008,Bauer's Custom Hitches,Gas station,270530261032.0,53.0,-93.4469159791,44.9166509611,27053,HENNEPIN,Minnetonka,Metro (7 County)
gs_1009,C K Food & Fuel,Gas station,270531108002.0,53.0,-93.2778,44.9168816327,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_1010,SUPERAMERICA,Gas station,271230375005.0,123.0,-93.1685072464,44.9177,27123,RAMSEY,St. Paul,Metro (7 County)
gs_1011,In & Out Market,Gas station,271630710012.0,163.0,-92.9844,44.9178162162,27163,WASHINGTON,Woodbury,Metro (7 County)
gs_1012,Cedar Quick Stop,Gas station,270530110004.0,53.0,-93.2473,44.9179,27053,HENNEPIN,Minneapolis,Metro (7 County)
gs_1013,Parkway BP,Gas station,271230375004.0,123.0,-93.1849793103,44.9181,27123,RAMSEY,St. Paul,Metro (7 County)
gs_1014,Alcorn Inc,Gas station,271230375005.0,123.0,-93.1685072464,44.9181,27123,RAMSEY,St. Paul,Metro (7 County)
gs_1015,Exxonmobil Oil Corp,Gas station,271230367002.0,123.0,-93.139403,44.919398,27123,RAMSEY,St. Paul,Metro (7 County)
gs_1016,Holiday Stationstores,Gas station,270530233002.0,53.0,-93.4142,44.9195,27053,HENNEPIN,Hopkins,Metro (7 County)
gs_1017,Nichols Terminal Shell,Gas station,271230367003.0,123.0,-93.1385121855,44.9195049718,27123,RAMSEY,St. Paul,Metro (7 County)
gs_1018,Clark Oil & Refining,Gas station,270370601014.0,37.0,-93.0807,44.9196,27037,DAKOTA,West St. Paul,Metro (7 County)
